waste_id,facility_id,date,material_type,quantity_kg,treatment,is_recycled,source
38,100,2023-03-18,metal,0.062,recycled,True,production_job
39,100,2023-03-18,cotton,0.07,recycled,True,production_job
40,100,2023-03-18,cotton,0.072,landfill,False,production_job
41,100,2023-03-18,polyester,0.213,recycled,True,production_job
42,100,2023-03-18,metal,0.07,reused,True,production_job
43,200,2023-03-18,silk,0.053,landfill,False,production_job
44,200,2023-03-18,paper,0.052,recycled,True,production_job
45,200,2023-03-18,metal,0.286,landfill,False,production_job
46,200,2023-03-18,polyester,0.062,incineration,False,production_job
47,200,2023-03-18,plastic,0.1,incineration,False,production_job
48,100,2023-03-18,paper,0.048,landfill,False,production_job
49,200,2023-03-18,silk,0.219,incineration,False,production_job
50,200,2023-03-18,paper,0.323,landfill,False,production_job
51,100,2023-03-18,silk,0.059,incineration,False,production_job
52,200,2023-03-18,plastic,0.275,landfill,False,production_job
53,100,2023-03-18,plastic,0.045,recycled,True,production_job
54,200,2023-03-18,metal,0.158,reused,True,production_job
55,100,2023-03-18,paper,0.196,reused,True,production_job
56,200,2023-03-18,cotton,0.037,landfill,False,production_job
57,200,2023-03-18,silk,0.224,incineration,False,production_job
58,100,2023-03-18,silk,0.25,reused,True,production_job
59,100,2023-03-18,metal,0.116,incineration,False,production_job
60,100,2023-03-18,cotton,0.032,incineration,False,production_job
61,100,2023-03-18,cotton,0.121,landfill,False,production_job
62,100,2023-03-18,plastic,0.38,reused,True,production_job
63,100,2023-03-18,metal,0.042,landfill,False,production_job
64,100,2023-03-19,plastic,0.259,incineration,False,production_job
65,100,2023-03-19,plastic,0.052,landfill,False,production_job
66,200,2023-03-19,metal,0.367,recycled,True,production_job
67,200,2023-03-19,silk,0.195,reused,True,production_job
68,100,2023-03-19,cotton,0.175,landfill,False,production_job
69,200,2023-03-19,silk,0.119,incineration,False,production_job
70,200,2023-03-19,silk,0.167,recycled,True,production_job
71,200,2023-03-19,silk,0.255,recycled,True,production_job
72,200,2023-03-19,plastic,0.046,landfill,False,production_job
73,100,2023-03-19,silk,0.035,landfill,False,production_job
74,200,2023-03-19,paper,0.192,reused,True,production_job
75,100,2023-03-19,metal,0.274,incineration,False,production_job
76,200,2023-03-19,plastic,0.287,recycled,True,production_job
77,200,2023-03-19,silk,0.035,landfill,False,production_job
78,200,2023-03-19,silk,0.162,incineration,False,production_job
79,100,2023-03-19,metal,0.112,recycled,True,production_job
80,200,2023-03-19,cotton,0.038,landfill,False,production_job
81,100,2023-03-19,cotton,0.055,incineration,False,production_job
82,200,2023-03-19,polyester,0.192,recycled,True,production_job
83,100,2023-03-19,metal,0.25,landfill,False,production_job
84,200,2023-03-19,polyester,0.101,landfill,False,production_job
85,100,2023-03-19,plastic,0.254,recycled,True,production_job
86,100,2023-03-19,polyester,0.178,incineration,False,production_job
87,200,2023-03-19,cotton,0.108,incineration,False,production_job
88,100,2023-03-19,metal,0.158,landfill,False,production_job
89,200,2023-03-19,cotton,0.071,incineration,False,production_job
90,200,2023-03-19,paper,0.034,incineration,False,production_job
91,200,2023-03-19,silk,0.271,landfill,False,production_job
92,200,2023-03-19,silk,0.196,landfill,False,production_job
93,200,2023-03-19,plastic,0.365,incineration,False,production_job
94,200,2023-03-19,plastic,0.116,incineration,False,production_job
95,200,2023-03-19,polyester,0.044,landfill,False,production_job
96,200,2023-03-19,polyester,0.08,incineration,False,production_job
97,200,2023-03-19,paper,0.088,recycled,True,production_job
98,200,2023-03-19,polyester,0.113,reused,True,production_job
99,200,2023-03-19,plastic,0.063,landfill,False,production_job
100,100,2023-03-19,plastic,0.072,landfill,False,production_job
101,100,2023-03-19,metal,0.065,landfill,False,production_job
102,200,2023-03-19,silk,0.131,recycled,True,production_job
103,200,2023-03-19,silk,0.082,incineration,False,production_job
104,200,2023-03-19,silk,0.028,incineration,False,production_job
105,200,2023-03-19,metal,0.033,recycled,True,production_job
106,200,2023-03-19,plastic,0.036,recycled,True,production_job
107,200,2023-03-19,silk,0.052,reused,True,production_job
108,200,2023-03-19,metal,0.094,recycled,True,production_job
109,200,2023-03-19,metal,0.049,recycled,True,production_job
110,100,2023-03-19,metal,0.086,landfill,False,production_job
111,200,2023-03-19,polyester,0.276,incineration,False,production_job
112,100,2023-03-19,paper,0.039,landfill,False,production_job
113,200,2023-03-19,polyester,0.166,landfill,False,production_job
114,200,2023-03-19,plastic,0.075,incineration,False,production_job
115,100,2023-03-19,silk,0.032,landfill,False,production_job
116,200,2023-03-19,paper,0.036,landfill,False,production_job
117,100,2023-03-19,silk,0.204,recycled,True,production_job
118,200,2023-03-19,plastic,0.112,incineration,False,production_job
119,200,2023-03-19,metal,0.094,recycled,True,production_job
120,100,2023-03-19,silk,0.118,landfill,False,production_job
121,200,2023-03-19,plastic,0.124,incineration,False,production_job
122,100,2023-03-19,cotton,0.12,incineration,False,production_job
123,200,2023-03-19,metal,0.181,landfill,False,production_job
124,100,2023-03-19,metal,0.091,landfill,False,production_job
125,100,2023-03-19,paper,0.286,landfill,False,production_job
126,200,2023-03-19,metal,0.078,recycled,True,production_job
127,200,2023-03-19,polyester,0.093,landfill,False,production_job
128,100,2023-03-19,paper,0.1,recycled,True,production_job
129,200,2023-03-19,paper,0.203,recycled,True,production_job
130,200,2023-03-19,metal,0.265,incineration,False,production_job
131,200,2023-03-19,metal,0.236,reused,True,production_job
132,100,2023-03-19,polyester,0.052,landfill,False,production_job
133,100,2023-03-19,paper,0.117,reused,True,production_job
134,100,2023-03-19,paper,0.191,incineration,False,production_job
135,100,2023-03-19,silk,0.119,recycled,True,production_job
136,100,2023-03-19,metal,0.045,incineration,False,production_job
137,100,2023-03-19,polyester,0.175,landfill,False,production_job
138,100,2023-03-19,polyester,0.062,landfill,False,production_job
139,100,2023-03-19,cotton,0.099,incineration,False,production_job
140,100,2023-03-19,cotton,0.054,recycled,True,production_job
141,200,2023-03-19,silk,0.067,landfill,False,production_job
142,100,2023-03-19,silk,0.169,incineration,False,production_job
143,200,2023-03-19,polyester,0.038,reused,True,production_job
144,200,2023-03-19,metal,0.103,landfill,False,production_job
145,200,2023-03-19,plastic,0.089,reused,True,production_job
146,100,2023-03-19,paper,0.087,reused,True,production_job
147,100,2023-03-19,metal,0.064,recycled,True,production_job
148,100,2023-03-19,polyester,0.23,landfill,False,production_job
149,100,2023-03-19,metal,0.227,landfill,False,production_job
150,200,2023-03-19,polyester,0.083,incineration,False,production_job
151,100,2023-03-19,paper,0.052,incineration,False,production_job
152,100,2023-03-19,cotton,0.304,landfill,False,production_job
153,100,2023-03-19,metal,0.227,incineration,False,production_job
154,100,2023-03-19,silk,0.29,incineration,False,production_job
155,100,2023-03-19,silk,0.157,landfill,False,production_job
156,200,2023-03-19,cotton,0.113,reused,True,production_job
157,100,2023-03-19,polyester,0.174,landfill,False,production_job
158,200,2023-03-19,polyester,0.163,landfill,False,production_job
159,100,2023-03-19,paper,0.283,incineration,False,production_job
160,200,2023-03-19,paper,0.271,incineration,False,production_job
161,100,2023-03-19,plastic,0.093,landfill,False,production_job
162,100,2023-03-19,plastic,0.228,landfill,False,production_job
163,200,2023-03-19,paper,0.205,recycled,True,production_job
164,200,2023-03-20,polyester,0.166,landfill,False,production_job
165,200,2023-03-20,plastic,0.08,recycled,True,production_job
166,100,2023-03-20,paper,0.088,recycled,True,production_job
167,200,2023-03-20,plastic,0.126,landfill,False,production_job
168,100,2023-03-20,plastic,0.102,incineration,False,production_job
169,100,2023-03-20,polyester,0.239,recycled,True,production_job
170,200,2023-03-20,polyester,0.139,landfill,False,production_job
171,200,2023-03-20,cotton,0.05,landfill,False,production_job
172,100,2023-03-20,cotton,0.101,landfill,False,production_job
173,100,2023-03-20,plastic,0.02,landfill,False,production_job
174,200,2023-03-20,silk,0.052,recycled,True,production_job
175,200,2023-03-20,paper,0.077,reused,True,production_job
176,200,2023-03-20,plastic,0.136,recycled,True,production_job
177,100,2023-03-20,cotton,0.111,landfill,False,production_job
178,100,2023-03-20,silk,0.114,recycled,True,production_job
179,100,2023-03-20,silk,0.118,incineration,False,production_job
180,100,2023-03-20,metal,0.077,landfill,False,production_job
181,100,2023-03-20,paper,0.068,reused,True,production_job
182,100,2023-03-20,metal,0.128,incineration,False,production_job
183,200,2023-03-20,plastic,0.162,recycled,True,production_job
184,100,2023-03-20,cotton,0.281,landfill,False,production_job
185,100,2023-03-20,silk,0.078,landfill,False,production_job
186,100,2023-03-20,cotton,0.132,landfill,False,production_job
187,200,2023-03-20,cotton,0.138,reused,True,production_job
188,100,2023-03-20,polyester,0.027,reused,True,production_job
189,100,2023-03-20,metal,0.072,incineration,False,production_job
190,200,2023-03-20,metal,0.025,landfill,False,production_job
191,100,2023-03-20,plastic,0.105,incineration,False,production_job
192,100,2023-03-20,paper,0.054,incineration,False,production_job
193,100,2023-03-20,silk,0.202,landfill,False,production_job
194,100,2023-03-20,metal,0.339,incineration,False,production_job
195,100,2023-03-20,silk,0.098,landfill,False,production_job
196,200,2023-03-20,metal,0.095,landfill,False,production_job
197,200,2023-03-20,polyester,0.112,incineration,False,production_job
198,200,2023-03-20,silk,0.04,incineration,False,production_job
199,100,2023-03-20,polyester,0.048,recycled,True,production_job
200,100,2023-03-20,cotton,0.139,landfill,False,production_job
201,100,2023-03-20,cotton,0.067,recycled,True,production_job
202,200,2023-03-20,paper,0.087,recycled,True,production_job
203,100,2023-03-20,polyester,0.181,landfill,False,production_job
204,100,2023-03-20,metal,0.113,recycled,True,production_job
205,200,2023-03-20,paper,0.124,recycled,True,production_job
206,100,2023-03-20,silk,0.208,landfill,False,production_job
207,200,2023-03-20,polyester,0.112,incineration,False,production_job
208,200,2023-03-20,silk,0.145,landfill,False,production_job
209,200,2023-03-20,silk,0.167,recycled,True,production_job
210,100,2023-03-20,polyester,0.085,recycled,True,production_job
211,100,2023-03-20,metal,0.102,landfill,False,production_job
212,100,2023-03-20,plastic,0.021,landfill,False,production_job
213,100,2023-03-20,cotton,0.047,landfill,False,production_job
214,100,2023-03-20,plastic,0.035,landfill,False,production_job
215,100,2023-03-20,paper,0.069,recycled,True,production_job
216,100,2023-03-20,silk,0.158,landfill,False,production_job
217,200,2023-03-20,cotton,0.297,landfill,False,production_job
218,100,2023-03-20,paper,0.3,landfill,False,production_job
219,200,2023-03-20,metal,0.12,recycled,True,production_job
220,100,2023-03-20,polyester,0.364,recycled,True,production_job
221,100,2023-03-20,silk,0.255,incineration,False,production_job
222,100,2023-03-20,metal,0.148,landfill,False,production_job
223,200,2023-03-20,cotton,0.034,landfill,False,production_job
224,200,2023-03-20,cotton,0.197,landfill,False,production_job
225,200,2023-03-20,metal,0.123,landfill,False,production_job
226,200,2023-03-20,cotton,0.181,landfill,False,production_job
227,100,2023-03-20,plastic,0.032,reused,True,production_job
228,200,2023-03-20,plastic,0.154,incineration,False,production_job
229,100,2023-03-20,cotton,0.202,incineration,False,production_job
230,100,2023-03-20,cotton,0.269,landfill,False,production_job
231,200,2023-03-20,metal,0.023,reused,True,production_job
232,200,2023-03-20,metal,0.161,landfill,False,production_job
233,200,2023-03-20,plastic,0.265,landfill,False,production_job
234,200,2023-03-20,plastic,0.14,landfill,False,production_job
235,200,2023-03-20,metal,0.083,landfill,False,production_job
236,200,2023-03-20,paper,0.376,landfill,False,production_job
237,200,2023-03-20,plastic,0.173,landfill,False,production_job
238,200,2023-03-20,plastic,0.246,landfill,False,production_job
239,100,2023-03-20,paper,0.243,landfill,False,production_job
240,200,2023-03-20,polyester,0.133,landfill,False,production_job
241,200,2023-03-20,metal,0.064,incineration,False,production_job
242,100,2023-03-20,cotton,0.026,landfill,False,production_job
243,200,2023-03-20,polyester,0.146,recycled,True,production_job
244,100,2023-03-20,polyester,0.127,landfill,False,production_job
245,100,2023-03-20,cotton,0.106,landfill,False,production_job
246,200,2023-03-20,silk,0.051,recycled,True,production_job
247,100,2023-03-20,cotton,0.21,landfill,False,production_job
248,100,2023-03-20,cotton,0.146,incineration,False,production_job
249,100,2023-03-20,metal,0.029,landfill,False,production_job
250,100,2023-03-20,plastic,0.045,reused,True,production_job
251,200,2023-03-20,plastic,0.118,incineration,False,production_job
252,100,2023-03-20,silk,0.099,incineration,False,production_job
253,200,2023-03-20,polyester,0.077,recycled,True,production_job
254,100,2023-03-20,plastic,0.241,recycled,True,production_job
255,100,2023-03-20,silk,0.188,incineration,False,production_job
256,100,2023-03-20,polyester,0.345,reused,True,production_job
257,100,2023-03-20,cotton,0.059,reused,True,production_job
258,200,2023-03-20,cotton,0.181,reused,True,production_job
259,200,2023-03-20,metal,0.07,recycled,True,production_job
260,100,2023-03-20,polyester,0.12,reused,True,production_job
261,100,2023-03-20,plastic,0.099,recycled,True,production_job
262,200,2023-03-20,polyester,0.036,recycled,True,production_job
263,100,2023-03-20,silk,0.215,landfill,False,production_job
264,100,2023-03-20,paper,0.071,landfill,False,production_job
265,100,2023-03-20,plastic,0.113,landfill,False,production_job
266,200,2023-03-20,paper,0.203,recycled,True,production_job
267,200,2023-03-20,paper,0.212,landfill,False,production_job
268,200,2023-03-20,cotton,0.062,landfill,False,production_job
269,100,2023-03-20,paper,0.093,landfill,False,production_job
270,100,2023-03-20,cotton,0.211,landfill,False,production_job
271,200,2023-03-21,plastic,0.223,reused,True,production_job
272,200,2023-03-21,polyester,0.041,landfill,False,production_job
273,200,2023-03-21,plastic,0.204,landfill,False,production_job
274,200,2023-03-21,plastic,0.052,incineration,False,production_job
275,100,2023-03-21,paper,0.36,recycled,True,production_job
276,200,2023-03-21,silk,0.087,incineration,False,production_job
277,100,2023-03-21,silk,0.078,landfill,False,production_job
278,200,2023-03-21,metal,0.091,recycled,True,production_job
279,100,2023-03-21,cotton,0.066,landfill,False,production_job
280,200,2023-03-21,silk,0.213,landfill,False,production_job
281,200,2023-03-21,silk,0.074,landfill,False,production_job
282,200,2023-03-21,polyester,0.313,recycled,True,production_job
283,200,2023-03-21,polyester,0.244,reused,True,production_job
284,100,2023-03-21,metal,0.153,reused,True,production_job
285,200,2023-03-21,cotton,0.045,reused,True,production_job
286,100,2023-03-21,polyester,0.116,recycled,True,production_job
287,100,2023-03-21,metal,0.069,incineration,False,production_job
288,100,2023-03-21,cotton,0.019,landfill,False,production_job
289,100,2023-03-21,silk,0.078,recycled,True,production_job
290,200,2023-03-21,metal,0.101,incineration,False,production_job
291,100,2023-03-21,silk,0.156,incineration,False,production_job
292,100,2023-03-21,silk,0.03,landfill,False,production_job
293,100,2023-03-21,cotton,0.058,reused,True,production_job
294,200,2023-03-21,polyester,0.248,landfill,False,production_job
295,200,2023-03-21,plastic,0.205,incineration,False,production_job
296,200,2023-03-21,metal,0.105,incineration,False,production_job
297,200,2023-03-21,polyester,0.11,incineration,False,production_job
298,100,2023-03-21,polyester,0.248,recycled,True,production_job
299,100,2023-03-21,silk,0.144,reused,True,production_job
300,200,2023-03-21,polyester,0.055,landfill,False,production_job
301,100,2023-03-21,metal,0.059,recycled,True,production_job
302,100,2023-03-21,cotton,0.072,reused,True,production_job
303,100,2023-03-21,plastic,0.233,reused,True,production_job
304,200,2023-03-21,cotton,0.197,incineration,False,production_job
305,200,2023-03-21,plastic,0.338,incineration,False,production_job
306,100,2023-03-21,cotton,0.172,recycled,True,production_job
307,200,2023-03-21,silk,0.198,recycled,True,production_job
308,200,2023-03-21,paper,0.146,recycled,True,production_job
309,200,2023-03-21,silk,0.144,landfill,False,production_job
310,200,2023-03-21,plastic,0.204,incineration,False,production_job
311,200,2023-03-21,metal,0.07,recycled,True,production_job
312,100,2023-03-21,plastic,0.296,landfill,False,production_job
313,200,2023-03-21,cotton,0.088,landfill,False,production_job
314,100,2023-03-21,metal,0.134,landfill,False,production_job
315,100,2023-03-21,cotton,0.258,incineration,False,production_job
316,200,2023-03-21,cotton,0.117,incineration,False,production_job
317,100,2023-03-21,silk,0.206,landfill,False,production_job
318,100,2023-03-21,cotton,0.255,incineration,False,production_job
319,100,2023-03-21,polyester,0.093,landfill,False,production_job
320,200,2023-03-21,cotton,0.163,recycled,True,production_job
321,200,2023-03-21,paper,0.125,reused,True,production_job
322,100,2023-03-21,plastic,0.095,landfill,False,production_job
323,200,2023-03-21,paper,0.071,landfill,False,production_job
324,200,2023-03-21,silk,0.113,recycled,True,production_job
325,200,2023-03-21,metal,0.062,incineration,False,production_job
326,200,2023-03-21,polyester,0.291,reused,True,production_job
327,100,2023-03-21,plastic,0.074,incineration,False,production_job
328,100,2023-03-21,paper,0.108,landfill,False,production_job
329,200,2023-03-21,polyester,0.332,landfill,False,production_job
330,200,2023-03-21,polyester,0.106,landfill,False,production_job
331,100,2023-03-21,cotton,0.06,reused,True,production_job
332,100,2023-03-21,silk,0.049,recycled,True,production_job
333,200,2023-03-21,plastic,0.072,landfill,False,production_job
334,100,2023-03-21,cotton,0.309,landfill,False,production_job
335,200,2023-03-21,polyester,0.067,reused,True,production_job
336,200,2023-03-21,paper,0.035,recycled,True,production_job
337,100,2023-03-21,plastic,0.219,landfill,False,production_job
338,100,2023-03-21,silk,0.059,landfill,False,production_job
339,200,2023-03-21,cotton,0.245,landfill,False,production_job
340,200,2023-03-21,plastic,0.07,recycled,True,production_job
341,100,2023-03-21,paper,0.104,incineration,False,production_job
342,200,2023-03-21,polyester,0.142,landfill,False,production_job
343,100,2023-03-21,silk,0.028,landfill,False,production_job
344,200,2023-03-21,polyester,0.254,recycled,True,production_job
345,100,2023-03-21,polyester,0.243,landfill,False,production_job
346,100,2023-03-21,paper,0.347,landfill,False,production_job
347,100,2023-03-21,silk,0.024,incineration,False,production_job
348,200,2023-03-21,metal,0.286,landfill,False,production_job
349,200,2023-03-21,metal,0.059,landfill,False,production_job
350,100,2023-03-21,metal,0.218,landfill,False,production_job
351,200,2023-03-21,polyester,0.103,landfill,False,production_job
352,100,2023-03-21,plastic,0.027,landfill,False,production_job
353,100,2023-03-21,metal,0.1,recycled,True,production_job
354,200,2023-03-21,polyester,0.231,recycled,True,production_job
355,200,2023-03-21,metal,0.249,recycled,True,production_job
356,100,2023-03-21,polyester,0.033,landfill,False,production_job
357,200,2023-03-21,silk,0.245,landfill,False,production_job
358,200,2023-03-21,metal,0.247,recycled,True,production_job
359,100,2023-03-21,cotton,0.17,reused,True,production_job
360,100,2023-03-21,silk,0.166,landfill,False,production_job
361,200,2023-03-21,plastic,0.076,recycled,True,production_job
362,100,2023-03-21,cotton,0.05,landfill,False,production_job
363,100,2023-03-21,cotton,0.185,recycled,True,production_job
364,200,2023-03-21,cotton,0.034,incineration,False,production_job
365,100,2023-03-21,polyester,0.067,recycled,True,production_job
366,100,2023-03-21,silk,0.082,landfill,False,production_job
367,200,2023-03-22,silk,0.072,recycled,True,production_job
368,200,2023-03-22,cotton,0.242,recycled,True,production_job
369,100,2023-03-22,polyester,0.068,incineration,False,production_job
370,100,2023-03-22,paper,0.163,recycled,True,production_job
371,200,2023-03-22,polyester,0.063,landfill,False,production_job
372,200,2023-03-22,metal,0.036,landfill,False,production_job
373,200,2023-03-22,paper,0.065,recycled,True,production_job
374,200,2023-03-22,cotton,0.037,incineration,False,production_job
375,100,2023-03-22,plastic,0.067,recycled,True,production_job
376,200,2023-03-22,polyester,0.083,landfill,False,production_job
377,200,2023-03-22,polyester,0.047,reused,True,production_job
378,100,2023-03-22,silk,0.159,landfill,False,production_job
379,200,2023-03-22,polyester,0.122,landfill,False,production_job
380,100,2023-03-22,silk,0.089,landfill,False,production_job
381,200,2023-03-22,plastic,0.255,recycled,True,production_job
382,200,2023-03-22,paper,0.15,recycled,True,production_job
383,200,2023-03-22,metal,0.218,landfill,False,production_job
384,100,2023-03-22,silk,0.129,incineration,False,production_job
385,100,2023-03-22,cotton,0.098,incineration,False,production_job
386,200,2023-03-22,cotton,0.154,recycled,True,production_job
387,100,2023-03-22,cotton,0.267,landfill,False,production_job
388,100,2023-03-22,plastic,0.118,incineration,False,production_job
389,100,2023-03-22,plastic,0.191,landfill,False,production_job
390,100,2023-03-22,paper,0.105,landfill,False,production_job
391,100,2023-03-22,paper,0.13,incineration,False,production_job
392,100,2023-03-22,plastic,0.284,incineration,False,production_job
393,200,2023-03-22,metal,0.03,landfill,False,production_job
394,200,2023-03-22,metal,0.076,landfill,False,production_job
395,100,2023-03-22,cotton,0.056,incineration,False,production_job
396,200,2023-03-22,silk,0.106,landfill,False,production_job
397,200,2023-03-22,plastic,0.029,incineration,False,production_job
398,200,2023-03-22,paper,0.061,reused,True,production_job
399,200,2023-03-22,polyester,0.209,landfill,False,production_job
400,100,2023-03-22,cotton,0.142,incineration,False,production_job
401,200,2023-03-22,silk,0.124,landfill,False,production_job
402,200,2023-03-22,polyester,0.242,landfill,False,production_job
403,100,2023-03-22,metal,0.031,landfill,False,production_job
404,100,2023-03-22,plastic,0.081,incineration,False,production_job
405,200,2023-03-22,silk,0.158,recycled,True,production_job
406,200,2023-03-22,paper,0.203,incineration,False,production_job
407,200,2023-03-22,polyester,0.06,landfill,False,production_job
408,200,2023-03-22,cotton,0.074,landfill,False,production_job
409,200,2023-03-22,cotton,0.043,landfill,False,production_job
410,200,2023-03-22,metal,0.094,landfill,False,production_job
411,100,2023-03-22,silk,0.209,landfill,False,production_job
412,200,2023-03-22,cotton,0.154,incineration,False,production_job
413,200,2023-03-22,polyester,0.018,reused,True,production_job
414,100,2023-03-22,cotton,0.244,incineration,False,production_job
415,100,2023-03-22,polyester,0.098,incineration,False,production_job
416,100,2023-03-22,paper,0.081,landfill,False,production_job
417,100,2023-03-22,paper,0.278,landfill,False,production_job
418,200,2023-03-22,cotton,0.07,recycled,True,production_job
419,200,2023-03-22,plastic,0.178,recycled,True,production_job
420,200,2023-03-22,metal,0.132,incineration,False,production_job
421,200,2023-03-22,cotton,0.141,landfill,False,production_job
422,200,2023-03-22,cotton,0.173,recycled,True,production_job
423,200,2023-03-22,silk,0.017,reused,True,production_job
424,100,2023-03-22,metal,0.269,incineration,False,production_job
425,200,2023-03-22,metal,0.151,incineration,False,production_job
426,100,2023-03-22,cotton,0.146,landfill,False,production_job
427,100,2023-03-22,metal,0.067,recycled,True,production_job
428,200,2023-03-22,silk,0.272,recycled,True,production_job
429,100,2023-03-22,plastic,0.116,landfill,False,production_job
430,200,2023-03-22,cotton,0.179,landfill,False,production_job
431,100,2023-03-22,metal,0.099,reused,True,production_job
432,200,2023-03-22,plastic,0.126,landfill,False,production_job
433,100,2023-03-22,polyester,0.114,landfill,False,production_job
434,200,2023-03-22,silk,0.106,incineration,False,production_job
435,200,2023-03-22,cotton,0.057,incineration,False,production_job
436,200,2023-03-22,paper,0.22,incineration,False,production_job
437,200,2023-03-22,silk,0.086,landfill,False,production_job
438,200,2023-03-22,polyester,0.17,incineration,False,production_job
439,100,2023-03-22,cotton,0.24,incineration,False,production_job
440,100,2023-03-22,plastic,0.125,incineration,False,production_job
441,100,2023-03-22,metal,0.299,recycled,True,production_job
442,200,2023-03-22,silk,0.089,landfill,False,production_job
443,100,2023-03-22,plastic,0.047,incineration,False,production_job
444,200,2023-03-22,polyester,0.085,recycled,True,production_job
445,200,2023-03-22,cotton,0.138,incineration,False,production_job
446,100,2023-03-22,plastic,0.113,landfill,False,production_job
447,100,2023-03-22,plastic,0.268,landfill,False,production_job
448,200,2023-03-22,polyester,0.143,landfill,False,production_job
449,100,2023-03-22,plastic,0.132,landfill,False,production_job
450,200,2023-03-22,plastic,0.259,incineration,False,production_job
451,200,2023-03-22,metal,0.035,recycled,True,production_job
452,200,2023-03-22,polyester,0.148,landfill,False,production_job
453,200,2023-03-22,metal,0.158,landfill,False,production_job
454,200,2023-03-22,paper,0.227,incineration,False,production_job
455,100,2023-03-22,paper,0.073,incineration,False,production_job
456,100,2023-03-22,silk,0.209,landfill,False,production_job
457,200,2023-03-22,paper,0.119,landfill,False,production_job
458,200,2023-03-23,metal,0.227,landfill,False,production_job
459,100,2023-03-23,cotton,0.029,landfill,False,production_job
460,100,2023-03-23,metal,0.21,recycled,True,production_job
461,200,2023-03-23,silk,0.267,incineration,False,production_job
462,100,2023-03-23,cotton,0.061,reused,True,production_job
463,200,2023-03-23,silk,0.059,recycled,True,production_job
464,100,2023-03-23,cotton,0.089,recycled,True,production_job
465,200,2023-03-23,cotton,0.293,recycled,True,production_job
466,100,2023-03-23,cotton,0.198,incineration,False,production_job
467,200,2023-03-23,silk,0.293,recycled,True,production_job
468,100,2023-03-23,plastic,0.02,landfill,False,production_job
469,100,2023-03-23,polyester,0.183,incineration,False,production_job
470,200,2023-03-23,cotton,0.13,incineration,False,production_job
471,100,2023-03-23,silk,0.202,reused,True,production_job
472,200,2023-03-23,polyester,0.143,incineration,False,production_job
473,100,2023-03-23,cotton,0.126,recycled,True,production_job
474,200,2023-03-23,silk,0.012,landfill,False,production_job
475,100,2023-03-23,metal,0.021,recycled,True,production_job
476,200,2023-03-23,cotton,0.129,recycled,True,production_job
477,100,2023-03-23,paper,0.041,recycled,True,production_job
478,200,2023-03-23,polyester,0.051,landfill,False,production_job
479,100,2023-03-23,metal,0.147,landfill,False,production_job
480,200,2023-03-23,silk,0.25,incineration,False,production_job
481,200,2023-03-23,paper,0.047,incineration,False,production_job
482,200,2023-03-23,metal,0.164,incineration,False,production_job
483,100,2023-03-23,paper,0.041,landfill,False,production_job
484,200,2023-03-23,metal,0.033,landfill,False,production_job
485,100,2023-03-23,metal,0.132,recycled,True,production_job
486,200,2023-03-23,metal,0.159,incineration,False,production_job
487,100,2023-03-23,cotton,0.357,landfill,False,production_job
488,200,2023-03-23,silk,0.064,landfill,False,production_job
489,100,2023-03-23,metal,0.086,recycled,True,production_job
490,100,2023-03-23,silk,0.125,reused,True,production_job
