facility_id,date,electricity_kwh,chilled_water_kwh,steam_kwh,hot_water_kwh
0,2016-06-01,4790.891,0.0,0.0,0.0
0,2016-06-02,5647.505,0.0,0.0,0.0
0,2016-06-03,5933.497,0.0,0.0,0.0
0,2016-06-04,5480.2806,0.0,0.0,0.0
0,2016-06-05,5871.384,0.0,0.0,0.0
0,2016-06-06,5908.923,0.0,0.0,0.0
0,2016-06-07,5906.193,0.0,0.0,0.0
0,2016-06-08,5939.639,0.0,0.0,0.0
0,2016-06-09,6033.833,0.0,0.0,0.0
0,2016-06-10,6054.312,0.0,0.0,0.0
0,2016-06-11,5983.322,0.0,0.0,0.0
0,2016-06-12,5963.53,0.0,0.0,0.0
0,2016-06-13,5864.561,0.0,0.0,0.0
0,2016-06-14,6233.822,0.0,0.0,0.0
0,2016-06-15,7185.312,0.0,0.0,0.0
0,2016-06-16,7072.6900000000005,0.0,0.0,0.0
0,2016-06-17,6908.874,0.0,0.0,0.0
0,2016-06-18,6809.907,0.0,0.0,0.0
0,2016-06-19,6422.891,0.0,0.0,0.0
0,2016-06-20,5809.269,0.0,0.0,0.0
0,2016-06-21,5775.14,0.0,0.0,0.0
0,2016-06-22,6144.41,0.0,0.0,0.0
0,2016-06-23,6734.821,0.0,0.0,0.0
0,2016-06-24,6758.711,0.0,0.0,0.0
0,2016-06-25,5839.987,0.0,0.0,0.0
0,2016-06-26,5760.128,0.0,0.0,0.0
0,2016-06-27,5880.941,0.0,0.0,0.0
0,2016-06-28,5803.127,0.0,0.0,0.0
0,2016-06-29,5863.874,0.0,0.0,0.0
0,2016-06-30,5859.095,0.0,0.0,0.0
0,2016-07-01,5867.972,0.0,0.0,0.0
0,2016-07-02,5844.085,0.0,0.0,0.0
0,2016-07-03,5852.955,0.0,0.0,0.0
0,2016-07-04,5325.335,0.0,0.0,0.0
0,2016-07-05,4716.49,0.0,0.0,0.0
0,2016-07-06,5687.773,0.0,0.0,0.0
0,2016-07-07,5659.791,0.0,0.0,0.0
0,2016-07-08,6364.193,0.0,0.0,0.0
0,2016-07-09,7162.786,0.0,0.0,0.0
0,2016-07-10,7036.513,0.0,0.0,0.0
0,2016-07-11,7262.4400000000005,0.0,0.0,0.0
0,2016-07-12,7299.983,0.0,0.0,0.0
0,2016-07-13,7192.135,0.0,0.0,0.0
0,2016-07-14,6676.805,0.0,0.0,0.0
0,2016-07-15,7219.439,0.0,0.0,0.0
0,2016-07-16,6787.38,0.0,0.0,0.0
0,2016-07-17,7169.612,0.0,0.0,0.0
0,2016-07-18,7317.726,0.0,0.0,0.0
0,2016-07-19,7045.389,0.0,0.0,0.0
0,2016-07-20,7104.77,0.0,0.0,0.0
0,2016-07-21,7323.8730000000005,0.0,0.0,0.0
0,2016-07-22,7203.741,0.0,0.0,0.0
0,2016-07-23,6603.0869999999995,0.0,0.0,0.0
0,2016-07-24,6753.252,0.0,0.0,0.0
0,2016-07-25,6843.349,0.0,0.0,0.0
0,2016-07-26,7230.361,0.0,0.0,0.0
0,2016-07-27,7371.649,0.0,0.0,0.0
0,2016-07-28,7302.711,0.0,0.0,0.0
0,2016-07-29,7215.343,0.0,0.0,0.0
0,2016-07-30,6755.2970000000005,0.0,0.0,0.0
0,2016-07-31,6780.553,0.0,0.0,0.0
0,2016-08-01,6775.775,0.0,0.0,0.0
0,2016-08-02,7065.1810000000005,0.0,0.0,0.0
0,2016-08-03,7164.8330000000005,0.0,0.0,0.0
0,2016-08-04,7363.458,0.0,0.0,0.0
0,2016-08-05,7114.325,0.0,0.0,0.0
0,2016-08-06,7056.307,0.0,0.0,0.0
0,2016-08-07,7179.17,0.0,0.0,0.0
0,2016-08-08,7018.767,0.0,0.0,0.0
0,2016-08-09,6853.586,0.0,0.0,0.0
0,2016-08-10,7010.575,0.0,0.0,0.0
0,2016-08-11,7151.868,0.0,0.0,0.0
0,2016-08-12,7084.294,0.0,0.0,0.0
0,2016-08-13,6716.393,0.0,0.0,0.0
0,2016-08-14,7407.144,0.0,0.0,0.0
0,2016-08-15,7443.32,0.0,0.0,0.0
0,2016-08-16,7534.098,0.0,0.0,0.0
0,2016-08-17,7453.558,0.0,0.0,0.0
0,2016-08-18,7452.875,0.0,0.0,0.0
0,2016-08-19,7216.028,0.0,0.0,0.0
0,2016-08-20,7412.606,0.0,0.0,0.0
0,2016-08-21,7379.157,0.0,0.0,0.0
0,2016-08-22,7514.305,0.0,0.0,0.0
0,2016-08-23,6852.223,0.0,0.0,0.0
0,2016-08-24,5721.22,0.0,0.0,0.0
0,2016-08-25,5872.75,0.0,0.0,0.0
0,2016-08-26,5835.891,0.0,0.0,0.0
0,2016-08-27,5734.191,0.0,0.0,0.0
0,2016-08-28,5682.317,0.0,0.0,0.0
0,2016-08-29,5782.651,0.0,0.0,0.0
0,2016-08-30,5835.208,0.0,0.0,0.0
0,2016-08-31,5826.332,0.0,0.0,0.0
0,2016-09-01,5983.322,0.0,0.0,0.0
0,2016-09-02,5805.856,0.0,0.0,0.0
0,2016-09-03,5775.828,0.0,0.0,0.0
0,2016-09-04,5790.161,0.0,0.0,0.0
0,2016-09-05,5901.42,0.0,0.0,0.0
0,2016-09-06,5992.879,0.0,0.0,0.0
0,2016-09-07,5958.749,0.0,0.0,0.0
0,2016-09-08,6031.785,0.0,0.0,0.0
0,2016-09-09,5876.843,0.0,0.0,0.0
0,2016-09-10,5753.302,0.0,0.0,0.0
0,2016-09-11,5734.873,0.0,0.0,0.0
0,2016-09-12,5754.666,0.0,0.0,0.0
0,2016-09-13,5749.207,0.0,0.0,0.0
0,2016-09-14,5814.731,0.0,0.0,0.0
0,2016-09-15,5728.731,0.0,0.0,0.0
0,2016-09-16,5810.637,0.0,0.0,0.0
0,2016-09-17,5761.4890000000005,0.0,0.0,0.0
0,2016-09-18,5804.493,0.0,0.0,0.0
0,2016-09-19,5864.5599999999995,0.0,0.0,0.0
0,2016-09-20,5777.873,0.0,0.0,0.0
0,2016-09-21,5851.59,0.0,0.0,0.0
0,2016-09-22,5895.274,0.0,0.0,0.0
0,2016-09-23,5850.908,0.0,0.0,0.0
0,2016-09-24,5710.3,0.0,0.0,0.0
0,2016-09-25,5739.651,0.0,0.0,0.0
0,2016-09-26,5835.206,0.0,0.0,0.0
0,2016-09-27,6003.8009999999995,0.0,0.0,0.0
0,2016-09-28,5953.29,0.0,0.0,0.0
0,2016-09-29,5913.021,0.0,0.0,0.0
0,2016-09-30,5887.083,0.0,0.0,0.0
0,2016-10-01,5844.084,0.0,0.0,0.0
0,2016-10-02,5835.209,0.0,0.0,0.0
0,2016-10-03,5957.389,0.0,0.0,0.0
0,2016-10-04,5915.753,0.0,0.0,0.0
0,2016-10-05,5847.495,0.0,0.0,0.0
0,2016-10-06,5781.288,0.0,0.0,0.0
0,2016-10-07,5956.024,0.0,0.0,0.0
0,2016-10-08,5930.766,0.0,0.0,0.0
0,2016-10-09,6005.161,0.0,0.0,0.0
0,2016-10-10,5768.999,0.0,0.0,0.0
0,2016-10-11,6067.2789999999995,0.0,0.0,0.0
0,2016-10-12,6190.822,0.0,0.0,0.0
0,2016-10-13,6228.3640000000005,0.0,0.0,0.0
0,2016-10-14,6132.803,0.0,0.0,0.0
0,2016-10-15,6077.518,0.0,0.0,0.0
0,2016-10-16,6074.103999999999,0.0,0.0,0.0
0,2016-10-17,6156.014,0.0,0.0,0.0
0,2016-10-18,6456.3369999999995,0.0,0.0,0.0
0,2016-10-19,6132.121,0.0,0.0,0.0
0,2016-10-20,6170.343,0.0,0.0,0.0
0,2016-10-21,6266.586,0.0,0.0,0.0
0,2016-10-22,5207.253,0.0,0.0,0.0
0,2016-10-23,5029.101,0.0,0.0,0.0
0,2016-10-24,5373.798,0.0,0.0,0.0
0,2016-10-25,4324.701,0.0,0.0,0.0
0,2016-10-26,4738.336,0.0,0.0,0.0
0,2016-10-27,4646.873,0.0,0.0,0.0
0,2016-10-28,4691.236,0.0,0.0,0.0
0,2016-10-29,4532.883,0.0,0.0,0.0
0,2016-10-30,4700.1089999999995,0.0,0.0,0.0
0,2016-10-31,4591.583,0.0,0.0,0.0
0,2016-11-01,4790.208,0.0,0.0,0.0
0,2016-11-02,4705.571,0.0,0.0,0.0
0,2016-11-03,4714.442,0.0,0.0,0.0
0,2016-11-04,4734.239,0.0,0.0,0.0
0,2016-11-05,4657.789,0.0,0.0,0.0
0,2016-11-06,4620.932,0.0,0.0,0.0
0,2016-11-07,4710.351,0.0,0.0,0.0
0,2016-11-08,4840.034,0.0,0.0,0.0
0,2016-11-09,4903.513,0.0,0.0,0.0
0,2016-11-10,4904.879,0.0,0.0,0.0
0,2016-11-11,4324.021,0.0,0.0,0.0
0,2016-11-12,4217.541,0.0,0.0,0.0
0,2016-11-13,4567.693,0.0,0.0,0.0
0,2016-11-14,4980.64,0.0,0.0,0.0
0,2016-11-15,5068.691,0.0,0.0,0.0
0,2016-11-16,4468.039,0.0,0.0,0.0
0,2016-11-17,4627.759,0.0,0.0,0.0
0,2016-11-18,4512.407,0.0,0.0,0.0
0,2016-11-19,4407.29,0.0,0.0,0.0
0,2016-11-20,4688.505,0.0,0.0,0.0
0,2016-11-21,5051.63,0.0,0.0,0.0
0,2016-11-22,4951.975,0.0,0.0,0.0
0,2016-11-23,4655.742,0.0,0.0,0.0
0,2016-11-24,4812.049,0.0,0.0,0.0
0,2016-11-25,5042.757,0.0,0.0,0.0
0,2016-11-26,5118.521,0.0,0.0,0.0
0,2016-11-27,4577.929,0.0,0.0,0.0
0,2016-11-28,4579.2970000000005,0.0,0.0,0.0
0,2016-11-29,4825.701,0.0,0.0,0.0
0,2016-11-30,4711.032,0.0,0.0,0.0
0,2016-12-01,4702.841,0.0,0.0,0.0
0,2016-12-02,4691.919,0.0,0.0,0.0
0,2016-12-03,4527.422,0.0,0.0,0.0
0,2016-12-04,4424.357,0.0,0.0,0.0
0,2016-12-05,4799.086,0.0,0.0,0.0
0,2016-12-06,5495.294,0.0,0.0,0.0
0,2016-12-07,6001.0711,0.0,0.0,0.0
0,2016-12-08,1817.6578,0.0,0.0,0.0
0,2016-12-09,2153.4771,0.0,0.0,0.0
0,2016-12-10,2055.8713,0.0,0.0,0.0
0,2016-12-11,1890.6918,0.0,0.0,0.0
0,2016-12-12,1738.4805,0.0,0.0,0.0
0,2016-12-13,3164.3493,0.0,0.0,0.0
0,2016-12-14,4892.592,0.0,0.0,0.0
0,2016-12-15,4733.556,0.0,0.0,0.0
0,2016-12-16,4769.731,0.0,0.0,0.0
0,2016-12-17,4601.825,0.0,0.0,0.0
0,2016-12-18,4591.586,0.0,0.0,0.0
0,2016-12-19,4501.486,0.0,0.0,0.0
0,2016-12-20,5218.17,0.0,0.0,0.0
0,2016-12-21,5085.757,0.0,0.0,0.0
0,2016-12-22,4528.106,0.0,0.0,0.0
0,2016-12-23,4528.105,0.0,0.0,0.0
0,2016-12-24,5019.548,0.0,0.0,0.0
0,2016-12-25,4999.755,0.0,0.0,0.0
0,2016-12-26,4962.213,0.0,0.0,0.0
0,2016-12-27,4990.88,0.0,0.0,0.0
0,2016-12-28,5083.026,0.0,0.0,0.0
0,2016-12-29,4882.356,0.0,0.0,0.0
0,2016-12-30,4722.635,0.0,0.0,0.0
0,2016-12-31,5195.649,0.0,0.0,0.0
1,2016-01-01,0.0,0.0,0.0,0.0
1,2016-01-02,35.2201,0.0,0.0,0.0
1,2016-01-03,0.0,0.0,0.0,0.0
1,2016-01-04,0.0,0.0,0.0,0.0
1,2016-01-05,13.9242,0.0,0.0,0.0
1,2016-01-06,0.0,0.0,0.0,0.0
1,2016-01-07,0.0,0.0,0.0,0.0
1,2016-01-08,0.0,0.0,0.0,0.0
1,2016-01-09,18.5656,0.0,0.0,0.0
1,2016-01-10,23.207,0.0,0.0,0.0
1,2016-01-11,0.0,0.0,0.0,0.0
1,2016-01-12,51.3285,0.0,0.0,0.0
1,2016-01-13,16.1084,0.0,0.0,0.0
1,2016-01-14,16.9275,0.0,0.0,0.0
1,2016-01-15,0.0,0.0,0.0,0.0
1,2016-01-16,0.0,0.0,0.0,0.0
1,2016-01-17,13.1052,0.0,0.0,0.0
1,2016-01-18,0.0,0.0,0.0,0.0
1,2016-01-19,16.1084,0.0,0.0,0.0
1,2016-01-20,19.3847,0.0,0.0,0.0
1,2016-01-21,0.0,0.0,0.0,0.0
1,2016-01-22,14.1973,0.0,0.0,0.0
1,2016-01-23,0.0,0.0,0.0,0.0
1,2016-01-24,20.7498,0.0,0.0,0.0
1,2016-01-25,0.0,0.0,0.0,0.0
1,2016-01-26,25.3912,0.0,0.0,0.0
1,2016-01-27,0.0,0.0,0.0,0.0
1,2016-01-28,22.661,0.0,0.0,0.0
1,2016-01-29,0.0,0.0,0.0,0.0
1,2016-01-30,21.0229,0.0,0.0,0.0
1,2016-01-31,0.0,0.0,0.0,0.0
1,2016-02-01,0.0,0.0,0.0,0.0
1,2016-02-02,33.582,0.0,0.0,0.0
1,2016-02-03,0.0,0.0,0.0,0.0
1,2016-02-04,26.7564,0.0,0.0,0.0
1,2016-02-05,14.7433,0.0,0.0,0.0
1,2016-02-06,23.207,0.0,0.0,0.0
1,2016-02-07,33.0359,0.0,0.0,0.0
1,2016-02-08,0.0,0.0,0.0,0.0
1,2016-02-09,12.0131,0.0,0.0,0.0
1,2016-02-10,37.4043,0.0,0.0,0.0
1,2016-02-11,11.74,0.0,0.0,0.0
1,2016-02-12,19.1117,0.0,0.0,0.0
1,2016-02-13,27.575499999999998,0.0,0.0,0.0
1,2016-02-14,0.0,0.0,0.0,0.0
1,2016-02-15,27.575400000000002,0.0,0.0,0.0
1,2016-02-16,0.0,0.0,0.0,0.0
1,2016-02-17,56.789,0.0,0.0,0.0
1,2016-02-18,0.0,0.0,0.0,0.0
1,2016-02-19,40.4076,0.0,0.0,0.0
1,2016-02-20,0.0,0.0,0.0,0.0
1,2016-02-21,12.2861,0.0,0.0,0.0
1,2016-02-22,23.48,0.0,0.0,0.0
1,2016-02-23,0.0,0.0,0.0,0.0
1,2016-02-24,21.2959,0.0,0.0,0.0
1,2016-02-25,15.5624,0.0,0.0,0.0
1,2016-02-26,36.0391,0.0,0.0,0.0
1,2016-02-27,12.8321,0.0,0.0,0.0
1,2016-02-28,14.1973,0.0,0.0,0.0
1,2016-02-29,35.4932,0.0,0.0,0.0
1,2016-03-01,0.0,0.0,0.0,0.0
1,2016-03-02,23.4801,0.0,0.0,0.0
1,2016-03-03,0.0,0.0,0.0,0.0
1,2016-03-04,41.7727,0.0,0.0,0.0
1,2016-03-05,32.7629,0.0,0.0,0.0
1,2016-03-06,12.0131,0.0,0.0,0.0
1,2016-03-07,20.2038,0.0,0.0,0.0
1,2016-03-08,0.0,0.0,0.0,0.0
1,2016-03-09,24.0261,0.0,0.0,0.0
1,2016-03-10,32.2168,0.0,0.0,0.0
1,2016-03-11,70.4402,0.0,0.0,0.0
1,2016-03-12,59.5192,0.0,0.0,0.0
1,2016-03-13,76.71979999999999,0.0,0.0,0.0
1,2016-03-14,33.3089,0.0,0.0,0.0
1,2016-03-15,30.3057,0.0,0.0,0.0
1,2016-03-16,0.0,0.0,0.0,0.0
1,2016-03-17,29.4866,0.0,0.0,0.0
1,2016-03-18,0.0,0.0,0.0,0.0
1,2016-03-19,0.0,0.0,0.0,0.0
1,2016-03-20,21.5689,0.0,0.0,0.0
1,2016-03-21,0.0,0.0,0.0,0.0
1,2016-03-22,17.4735,0.0,0.0,0.0
1,2016-03-23,0.0,0.0,0.0,0.0
1,2016-03-24,24.8452,0.0,0.0,0.0
1,2016-03-25,0.0,0.0,0.0,0.0
1,2016-03-26,20.7498,0.0,0.0,0.0
1,2016-03-27,27.3024,0.0,0.0,0.0
1,2016-03-28,0.0,0.0,0.0,0.0
1,2016-03-29,55.4239,0.0,0.0,0.0
1,2016-03-30,28.9406,0.0,0.0,0.0
1,2016-03-31,29.2136,0.0,0.0,0.0
1,2016-04-01,32.7629,0.0,0.0,0.0
1,2016-04-02,0.0,0.0,0.0,0.0
1,2016-04-03,32.2168,0.0,0.0,0.0
1,2016-04-04,21.5689,0.0,0.0,0.0
1,2016-04-05,22.115,0.0,0.0,0.0
1,2016-04-06,0.0,0.0,0.0,0.0
1,2016-04-07,22.661,0.0,0.0,0.0
1,2016-04-08,22.115,0.0,0.0,0.0
1,2016-04-09,0.0,0.0,0.0,0.0
1,2016-04-10,18.8387,0.0,0.0,0.0
1,2016-04-11,0.0,0.0,0.0,0.0
1,2016-04-12,12.0131,0.0,0.0,0.0
1,2016-04-13,43.1378,0.0,0.0,0.0
1,2016-04-14,32.4899,0.0,0.0,0.0
1,2016-04-15,0.0,0.0,0.0,0.0
1,2016-04-16,22.934,0.0,0.0,0.0
1,2016-04-17,43.9569,0.0,0.0,0.0
1,2016-04-18,0.0,0.0,0.0,0.0
1,2016-04-19,82.1802,0.0,0.0,0.0
1,2016-04-20,0.0,0.0,0.0,0.0
1,2016-04-21,54.6048,0.0,0.0,0.0
1,2016-04-22,32.2168,0.0,0.0,0.0
1,2016-04-23,29.2136,0.0,0.0,0.0
1,2016-04-24,0.0,0.0,0.0,0.0
1,2016-04-25,0.0,0.0,0.0,0.0
1,2016-04-26,36.5852,0.0,0.0,0.0
1,2016-04-27,149.6172,0.0,0.0,0.0
1,2016-04-28,53.7857,0.0,0.0,0.0
1,2016-04-29,63.3416,0.0,0.0,0.0
1,2016-04-30,61.157399999999996,0.0,0.0,0.0
1,2016-05-01,317.79560000000004,0.0,0.0,0.0
1,2016-05-02,124.499,0.0,0.0,0.0
1,2016-05-03,30.0326,0.0,0.0,0.0
1,2016-05-04,57.6081,0.0,0.0,0.0
1,2016-05-05,49.6904,0.0,0.0,0.0
1,2016-05-06,19.9308,0.0,0.0,0.0
1,2016-05-07,12.2861,0.0,0.0,0.0
1,2016-05-08,15.0163,0.0,0.0,0.0
1,2016-05-09,30.8517,0.0,0.0,0.0
1,2016-05-10,0.0,0.0,0.0,0.0
1,2016-05-11,23.7531,0.0,0.0,0.0
1,2016-05-12,32.2168,0.0,0.0,0.0
1,2016-05-13,62.2495,0.0,0.0,0.0
1,2016-05-14,60.8844,0.0,0.0,0.0
1,2016-05-15,59.792199999999994,0.0,0.0,0.0
1,2016-05-16,30.3057,0.0,0.0,0.0
1,2016-05-17,65.25280000000001,0.0,0.0,0.0
1,2016-05-18,32.4899,0.0,0.0,0.0
1,2016-05-19,33.855,0.0,0.0,0.0
1,2016-05-20,804.6021000000001,0.0,0.0,0.0
1,2016-05-21,3215.678,0.0,0.0,0.0
1,2016-05-22,3113.2954,0.0,0.0,0.0
1,2016-05-23,2540.4907,0.0,0.0,0.0
1,2016-05-24,2501.4471,0.0,0.0,0.0
1,2016-05-25,2395.5121,0.0,0.0,0.0
1,2016-05-26,2522.4721,0.0,0.0,0.0
1,2016-05-27,2874.3994000000002,0.0,0.0,0.0
1,2016-05-28,3043.6717,0.0,0.0,0.0
1,2016-05-29,3171.447,0.0,0.0,0.0
1,2016-05-30,3205.302,0.0,0.0,0.0
1,2016-05-31,3220.045,0.0,0.0,0.0
1,2016-06-01,3149.608,0.0,0.0,0.0
1,2016-06-02,3257.449,0.0,0.0,0.0
1,2016-06-03,3280.384,0.0,0.0,0.0
1,2016-06-04,2982.5155,0.0,0.0,0.0
1,2016-06-05,3254.1749999999997,0.0,0.0,0.0
1,2016-06-06,3265.914,0.0,0.0,0.0
1,2016-06-07,3242.9793,0.0,0.0,0.0
1,2016-06-08,3318.064,0.0,0.0,0.0
1,2016-06-09,3339.63,0.0,0.0,0.0
1,2016-06-10,3282.842,0.0,0.0,0.0
1,2016-06-11,3230.694,0.0,0.0,0.0
1,2016-06-12,3361.745,0.0,0.0,0.0
1,2016-06-13,3261.82,0.0,0.0,0.0
1,2016-06-14,3199.022,0.0,0.0,0.0
1,2016-06-15,3119.845,0.0,0.0,0.0
1,2016-06-16,3241.614,0.0,0.0,0.0
1,2016-06-17,3255.815,0.0,0.0,0.0
1,2016-06-18,3256.63,0.0,0.0,0.0
1,2016-06-19,3325.16,0.0,0.0,0.0
